Date,Location,region,measureid,fractionid,viral_load,seven_day_rolling_avg,pruid
2021-08-18,Regina,Regina,covN2,solid,69.541955,38.1240525,47
2021-08-23,Regina,Regina,covN2,solid,7.42558,38.4837675,47
2021-08-25,Regina,Regina,covN2,solid,7.04398,7.23478,47
2021-08-30,Regina,Regina,covN2,solid,11.35476,9.19937,47
2021-09-01,Regina,Regina,covN2,solid,101.57031,56.462535,47
2021-09-08,Regina,Regina,covN2,solid,21.0149,21.0149,47
2021-09-13,Regina,Regina,covN2,solid,35.1737,28.0943,47
2021-09-15,Regina,Regina,covN2,solid,19.298205,27.2359525,47
2021-09-20,Regina,Regina,covN2,solid,40.7271,30.0126525,47
2021-09-22,Regina,Regina,covN2,solid,30.427135,35.5771175,47
2021-09-27,Regina,Regina,covN2,solid,80.178915,55.303025,47
2021-09-29,Regina,Regina,covN2,solid,128.245515,104.212215,47
2021-10-04,Regina,Regina,covN2,solid,105.93819,117.0918525,47
2021-10-06,Regina,Regina,covN2,solid,59.61725,82.77772,47
2021-10-13,Regina,Regina,covN2,solid,5.9845,5.9845,47
2021-10-18,Regina,Regina,covN2,solid,86.938565,46.4615325,47
2021-10-20,Regina,Regina,covN2,solid,54.692655,70.81561,47
2021-10-25,Regina,Regina,covN2,solid,25.040165,39.86641,47
2021-10-27,Regina,Regina,covN2,solid,104.80165,64.9209075,47
2021-11-01,Regina,Regina,covN2,solid,23.54853,64.17509,47
2021-11-03,Regina,Regina,covN2,solid,11.037775,17.2931525,47
2021-11-08,Regina,Regina,covN2,solid,27.74285,19.3903125,47
2021-11-10,Regina,Regina,covN2,solid,15.170135,21.4564925,47
2022-05-24,Regina,Regina,covN2,solid,70.27728,70.27728,47
2022-05-29,Regina,Regina,covN2,solid,33.356325,51.8168025,47
2022-05-31,Regina,Regina,covN2,solid,54.02526,43.6907925,47
2022-06-05,Regina,Regina,covN2,solid,50.44651,52.235885,47
2022-06-07,Regina,Regina,covN2,solid,41.9527,46.199605,47
2022-06-12,Regina,Regina,covN2,solid,20.92659,31.439645,47
2022-06-14,Regina,Regina,covN2,solid,12.46748,16.697035,47
2022-06-19,Regina,Regina,covN2,solid,15.336015,13.9017475,47
2022-06-21,Regina,Regina,covN2,solid,26.779245,21.05763,47
2022-06-26,Regina,Regina,covN2,solid,7.86459,17.3219175,47
2022-06-28,Regina,Regina,covN2,solid,67.281755,37.5731725,47
2022-07-03,Regina,Regina,covN2,solid,25.86589,46.5738225,47
2022-07-05,Regina,Regina,covN2,solid,162.63586,94.250875,47
2022-07-10,Regina,Regina,covN2,solid,10.480315,86.5580875,47
2022-07-24,Regina,Regina,covN2,solid,33.12261,33.12261,47
2022-07-26,Regina,Regina,covN2,solid,34.464695,33.7936525,47
2022-08-02,Regina,Regina,covN2,solid,11.32765,11.32765,47
2022-08-07,Regina,Regina,covN2,solid,9.215575,10.2716125,47
2022-08-15,Regina,Regina,covN2,solid,22.6584,22.6584,47
2022-08-16,Regina,Regina,covN2,solid,12.872545,17.7654725,47
2022-08-21,Regina,Regina,covN2,solid,23.01873,19.5165583333333,47
2022-08-23,Regina,Regina,covN2,solid,22.326685,22.6727075,47
2022-08-28,Regina,Regina,covN2,solid,80.344835,51.33576,47
2022-08-30,Regina,Regina,covN2,solid,45.07059,62.7077125,47
2022-09-06,Regina,Regina,covN2,solid,22.89796,22.89796,47
2022-09-11,Regina,Regina,covN2,solid,14.685035,18.7914975,47
2022-09-19,Regina,Regina,covN2,solid,22.643545,22.643545,47
2022-09-21,Regina,Regina,covN2,solid,27.572455,25.108,47
2022-09-25,Regina,Regina,covN2,solid,34.53999,28.2519966666667,47
2022-09-27,Regina,Regina,covN2,solid,34.82167,32.3113716666667,47
2022-10-03,Regina,Regina,covN2,solid,52.190475,43.5060725,47
2022-10-04,Regina,Regina,covN2,solid,37.014055,44.602265,47
2022-10-12,Regina,Regina,covN2,solid,92.12893,92.12893,47
2022-10-17,Regina,Regina,covN2,solid,51.31064,71.719785,47
2022-10-18,Regina,Regina,covN2,solid,59.65797,67.69918,47
2022-10-24,Regina,Regina,covN2,solid,26.40678,43.032375,47
2022-10-25,Regina,Regina,covN2,solid,21.48787,23.947325,47
2022-10-30,Regina,Regina,covN2,solid,91.25314,46.3825966666667,47
2022-11-02,Regina,Regina,covN2,solid,287.780235,189.5166875,47
2022-11-07,Regina,Regina,covN2,solid,45.744365,166.7623,47
2022-11-09,Regina,Regina,covN2,solid,43.07422,44.4092925,47
2022-11-13,Regina,Regina,covN2,solid,53.154235,47.3242733333333,47
2022-11-15,Regina,Regina,covN2,solid,64.36725,53.5319016666667,47
2022-11-20,Regina,Regina,covN2,solid,63.330215,63.8487325,47
2022-11-22,Regina,Regina,covN2,solid,28.398415,45.864315,47
2022-11-27,Regina,Regina,covN2,solid,34.941515,31.669965,47
2022-11-29,Regina,Regina,covN2,solid,69.7663,52.3539075,47
2022-12-05,Regina,Regina,covN2,solid,15.887845,42.8270725,47
2022-12-06,Regina,Regina,covN2,solid,18.782175,17.33501,47
2022-12-11,Regina,Regina,covN2,solid,14.132695,16.2675716666667,47
2022-12-13,Regina,Regina,covN2,solid,38.61936,26.3760275,47
2022-12-18,Regina,Regina,covN2,solid,20.71708,29.66822,47
2022-12-20,Regina,Regina,covN2,solid,16.54075,18.628915,47
2022-12-27,Regina,Regina,covN2,solid,29.62364,29.62364,47
2023-01-04,Regina,Regina,covN2,solid,25.24938,25.24938,47
2023-01-09,Regina,Regina,covN2,solid,16.39483,20.822105,47
2023-01-16,Regina,Regina,covN2,solid,10.06208,10.06208,47
2023-01-18,Regina,Regina,covN2,solid,18.59298,14.32753,47
2023-01-23,Regina,Regina,covN2,solid,11.45068,15.02183,47
2023-01-25,Regina,Regina,covN2,solid,15.762375,13.6065275,47
2021-11-15,Regina,Regina,covN2,solid,31.78816,23.4791475,47
2021-11-22,Regina,Regina,covN2,solid,11.3503,11.3503,47
2021-11-24,Regina,Regina,covN2,solid,16.8403,14.0953,47
2021-11-29,Regina,Regina,covN2,solid,0.00549,8.422895,47
2021-12-06,Regina,Regina,covN2,solid,6.62207,6.62207,47
2021-12-08,Regina,Regina,covN2,solid,27.791025,17.2065475,47
2021-12-13,Regina,Regina,covN2,solid,10.587965,19.189495,47
2021-12-15,Regina,Regina,covN2,solid,25.199855,17.89391,47
2021-12-20,Regina,Regina,covN2,solid,13.392255,19.296055,47
2021-12-22,Regina,Regina,covN2,solid,15.3351,14.3636775,47
2021-12-29,Regina,Regina,covN2,solid,69.85237,69.85237,47
2022-01-03,Regina,Regina,covN2,solid,45.492075,57.6722225,47
2022-01-05,Regina,Regina,covN2,solid,89.070395,67.281235,47
2022-01-09,Regina,Regina,covN2,solid,111.854035,82.138835,47
2022-01-12,Regina,Regina,covN2,solid,112.90267,112.3783525,47
2022-01-17,Regina,Regina,covN2,solid,210.20017,161.55142,47
2022-01-19,Regina,Regina,covN2,solid,249.594025,229.8970975,47
2022-01-24,Regina,Regina,covN2,solid,174.974945,212.284485,47
2022-01-26,Regina,Regina,covN2,solid,112.1213,143.5481225,47
2022-01-30,Regina,Regina,covN2,solid,21.066615,102.720953333333,47
2022-02-01,Regina,Regina,covN2,solid,59.434355,64.2074233333333,47
2022-02-06,Regina,Regina,covN2,solid,75.988465,67.71141,47
2022-02-08,Regina,Regina,covN2,solid,60.87271,68.4305875,47
2022-02-13,Regina,Regina,covN2,solid,30.00882,45.440765,47
2022-02-15,Regina,Regina,covN2,solid,31.817635,30.9132275,47
2022-02-23,Regina,Regina,covN2,solid,38.236745,38.236745,47
2022-02-27,Regina,Regina,covN2,solid,44.481855,41.3593,47
2022-03-01,Regina,Regina,covN2,solid,73.77714,52.1652466666667,47
2022-03-07,Regina,Regina,covN2,solid,27.155445,50.4662925,47
2022-03-08,Regina,Regina,covN2,solid,42.33809,34.7467675,47
2022-03-13,Regina,Regina,covN2,solid,32.98612,34.159885,47
2022-03-15,Regina,Regina,covN2,solid,44.135995,38.5610575,47
2022-03-20,Regina,Regina,covN2,solid,39.837865,41.98693,47
2022-03-22,Regina,Regina,covN2,solid,29.43499,34.6364275,47
2022-03-27,Regina,Regina,covN2,solid,45.66487,37.54993,47
2022-03-29,Regina,Regina,covN2,solid,40.135245,42.9000575,47
2022-04-03,Regina,Regina,covN2,solid,28.66959,34.4024175,47
2022-04-10,Regina,Regina,covN2,solid,213.03183,213.03183,47
2022-04-12,Regina,Regina,covN2,solid,277.05445,245.04314,47
2022-04-19,Regina,Regina,covN2,solid,108.182885,108.182885,47
2022-04-24,Regina,Regina,covN2,solid,281.006305,194.594595,47
2022-04-26,Regina,Regina,covN2,solid,100.736165,190.871235,47
2022-05-01,Regina,Regina,covN2,solid,93.69844,97.2173025,47
2022-05-03,Regina,Regina,covN2,solid,79.14133,86.419885,47
2022-05-08,Regina,Regina,covN2,solid,42.59283,60.86708,47
2022-05-10,Regina,Regina,covN2,solid,42.39733,42.49508,47
2022-05-15,Regina,Regina,covN2,solid,27.75093,35.07413,47
2022-05-17,Regina,Regina,covN2,solid,47.763725,37.7573275,47
2023-01-30,Regina,Regina,covN2,solid,37.745175,26.753775,47
2023-02-01,Regina,Regina,covN2,solid,31.140605,34.44289,47
2023-02-06,Regina,Regina,covN2,solid,27.453395,29.297,47
2023-02-08,Regina,Regina,covN2,solid,42.8437,35.1485475,47
2023-02-13,Regina,Regina,covN2,solid,39.78911,41.316405,47
2023-02-15,Regina,Regina,covN2,solid,35.206815,37.4979625,47
2023-02-22,Regina,Regina,covN2,solid,41.340065,41.340065,47
2023-02-27,Regina,Regina,covN2,solid,20.841545,31.090805,47
2023-03-01,Regina,Regina,covN2,solid,85.014175,52.92786,47
2023-03-06,Regina,Regina,covN2,solid,37.446335,61.230255,47
2023-03-08,Regina,Regina,covN2,solid,89.598445,63.52239,47
2023-03-13,Regina,Regina,covN2,solid,44.99931,67.2988775,47
2023-03-15,Regina,Regina,covN2,solid,54.520335,49.7598225,47
2023-03-20,Regina,Regina,covN2,solid,26.284115,40.402225,47
2023-03-22,Regina,Regina,covN2,solid,149.006885,87.6455,47
2023-03-27,Regina,Regina,covN2,solid,37.320535,93.16371,47
2023-03-28,Regina,Regina,covN2,solid,65.682825,84.003415,47
2023-04-02,Regina,Regina,covN2,solid,34.80141,45.9349233333333,47
2023-04-04,Regina,Regina,covN2,solid,40.2055,37.503455,47
2023-04-11,Regina,Regina,covN2,solid,55.79616,55.79616,47
2023-04-16,Regina,Regina,covN2,solid,14.57687,35.186515,47
2023-04-18,Regina,Regina,covN2,solid,42.81992,28.698395,47
2023-04-23,Regina,Regina,covN2,solid,66.609045,54.7144825,47
2023-04-25,Regina,Regina,covN2,solid,106.02588,86.3174625,47
2023-04-30,Regina,Regina,covN2,solid,181.34596,143.68592,47
2023-05-02,Regina,Regina,covN2,solid,117.553,149.44948,47
2023-05-08,Regina,Regina,covN2,solid,43.353185,80.4530925,47
2023-05-09,Regina,Regina,covN2,solid,18.28356,30.8183725,47
2023-05-14,Regina,Regina,covN2,solid,22.853135,28.1632933333333,47
2023-02-03,Bathurst,Bathurst,covN2,solid,8.312145,8.312145,13
2023-02-07,Bathurst,Bathurst,covN2,solid,12.565725,10.438935,13
2023-02-10,Bathurst,Bathurst,covN2,solid,10.73581,11.6507675,13
2023-02-14,Bathurst,Bathurst,covN2,solid,71.19625,40.96603,13
2023-02-17,Bathurst,Bathurst,covN2,solid,7.63507,39.41566,13
2023-02-21,Bathurst,Bathurst,covN2,solid,4.729805,6.1824375,13
2023-02-24,Bathurst,Bathurst,covN2,solid,26.214795,15.4723,13
2023-02-28,Bathurst,Bathurst,covN2,solid,9.32059,17.7676925,13
2023-03-03,Bathurst,Bathurst,covN2,solid,8.58506,8.952825,13
2023-03-07,Bathurst,Bathurst,covN2,solid,9.23234,8.9087,13
2023-03-10,Bathurst,Bathurst,covN2,solid,3.49263,6.362485,13
2023-03-14,Bathurst,Bathurst,covN2,solid,18.973175,11.2329025,13
2023-03-17,Bathurst,Bathurst,covN2,solid,3.380235,11.176705,13
2023-03-21,Bathurst,Bathurst,covN2,solid,14.16469,8.7724625,13
2023-03-24,Bathurst,Bathurst,covN2,solid,3.756515,8.9606025,13
2023-03-28,Bathurst,Bathurst,covN2,solid,5.68566,4.7210875,13
2023-03-31,Bathurst,Bathurst,covN2,solid,14.71316,10.19941,13
2023-04-04,Bathurst,Bathurst,covN2,solid,10.49944,12.6063,13
2023-04-06,Bathurst,Bathurst,covN2,solid,9.51729,11.57663,13
2023-04-11,Bathurst,Bathurst,covN2,solid,31.71139,20.61434,13
2023-04-14,Bathurst,Bathurst,covN2,solid,2.25493,16.98316,13
2023-04-18,Bathurst,Bathurst,covN2,solid,58.15996,30.207445,13
2023-04-21,Bathurst,Bathurst,covN2,solid,2.974,30.56698,13
2023-04-25,Bathurst,Bathurst,covN2,solid,2.27851,2.626255,13
2023-04-28,Bathurst,Bathurst,covN2,solid,1.798415,2.0384625,13
2023-05-02,Bathurst,Bathurst,covN2,solid,23.588265,12.69334,13
2023-05-05,Bathurst,Bathurst,covN2,solid,4.310855,13.94956,13
2023-05-09,Bathurst,Bathurst,covN2,solid,6.95082,5.6308375,13
2023-05-12,Bathurst,Bathurst,covN2,solid,5.20927,6.080045,13
2023-05-16,Bathurst,Bathurst,covN2,solid,7.675175,6.4422225,13
2023-05-19,Bathurst,Bathurst,covN2,solid,1.115825,4.3955,13
2023-05-24,Bathurst,Bathurst,covN2,solid,0.712915,0.91437,13
2023-05-26,Bathurst,Bathurst,covN2,solid,2.51198,1.6124475,13
2023-05-30,Bathurst,Bathurst,covN2,solid,0.4621,1.22899833333333,13
2023-06-02,Bathurst,Bathurst,covN2,solid,0.86031,0.661205,13
2023-06-09,Bathurst,Bathurst,covN2,solid,0.640445,0.640445,13
2023-06-13,Bathurst,Bathurst,covN2,solid,2.330265,1.485355,13
2023-06-16,Bathurst,Bathurst,covN2,solid,0.299115,1.31469,13
2023-06-20,Bathurst,Bathurst,covN2,solid,0.870755,0.584935,13
2023-06-23,Bathurst,Bathurst,covN2,solid,1.802665,1.33671,13
2023-06-27,Bathurst,Bathurst,covN2,solid,2.68602,2.2443425,13
2023-05-16,Regina,Regina,covN2,solid,160.506255,91.679695,47
2023-05-23,Regina,Regina,covN2,solid,9.169165,9.169165,47
2023-05-28,Regina,Regina,covN2,solid,5.25484,7.2120025,47
2023-05-30,Regina,Regina,covN2,solid,7.120705,6.1877725,47
2023-06-04,Regina,Regina,covN2,solid,2.98229,5.0514975,47
2023-06-06,Regina,Regina,covN2,solid,1.606805,2.2945475,47
2023-06-11,Regina,Regina,covN2,solid,2.885815,2.24631,47
2023-06-13,Regina,Regina,covN2,solid,3.995235,3.440525,47
2023-06-18,Regina,Regina,covN2,solid,4.32531,4.1602725,47
2023-06-20,Regina,Regina,covN2,solid,5.10273,4.71402,47
2023-06-25,Regina,Regina,covN2,solid,5.522945,5.3128375,47
2023-06-27,Regina,Regina,covN2,solid,4.545855,5.0344,47
2023-07-04,Regina,Regina,covN2,solid,17.577635,17.577635,47
2023-01-13,Battery Point,Battery Point,covN2,solid,29.335355,29.335355,12
2023-01-17,Battery Point,Battery Point,covN2,solid,0.27194,14.8036475,12
2023-01-19,Battery Point,Battery Point,covN2,solid,0.886465,10.1645866666667,12
2023-01-23,Battery Point,Battery Point,covN2,solid,0.98838,0.715595,12
2023-01-26,Battery Point,Battery Point,covN2,solid,1.85178,1.42008,12
2023-01-30,Battery Point,Battery Point,covN2,solid,0.69932,1.27555,12
2023-02-02,Battery Point,Battery Point,covN2,solid,4.95865,2.828985,12
2023-02-06,Battery Point,Battery Point,covN2,solid,7.09167,6.02516,12
2023-02-09,Battery Point,Battery Point,covN2,solid,10.353145,8.7224075,12
2023-02-13,Battery Point,Battery Point,covN2,solid,12.292535,11.32284,12
2023-02-16,Battery Point,Battery Point,covN2,solid,17.14008,14.7163075,12
2023-02-20,Battery Point,Battery Point,covN2,solid,13.60927,15.374675,12
2023-02-23,Battery Point,Battery Point,covN2,solid,7.137295,10.3732825,12
2023-02-27,Battery Point,Battery Point,covN2,solid,10.95613,9.0467125,12
2023-03-02,Battery Point,Battery Point,covN2,solid,5.981415,8.4687725,12
2023-03-06,Battery Point,Battery Point,covN2,solid,14.888535,10.434975,12
2023-03-09,Battery Point,Battery Point,covN2,solid,29.74306,22.3157975,12
2023-03-13,Battery Point,Battery Point,covN2,solid,27.044045,28.3935525,12
2023-03-16,Battery Point,Battery Point,covN2,solid,14.236985,20.640515,12
2023-03-20,Battery Point,Battery Point,covN2,solid,4.350065,9.293525,12
2023-03-23,Battery Point,Battery Point,covN2,solid,9.88314,7.1166025,12
2023-03-27,Battery Point,Battery Point,covN2,solid,16.728395,13.3057675,12
2023-03-30,Battery Point,Battery Point,covN2,solid,6.16918,11.4487875,12
2023-04-03,Battery Point,Battery Point,covN2,solid,4.133645,5.1514125,12
2023-04-06,Battery Point,Battery Point,covN2,solid,1.150785,2.642215,12
2023-04-10,Battery Point,Battery Point,covN2,solid,10.6565,5.9036425,12
2023-04-13,Battery Point,Battery Point,covN2,solid,2.09774,6.37712,12
2023-04-17,Battery Point,Battery Point,covN2,solid,5.96135,4.029545,12
2023-04-20,Battery Point,Battery Point,covN2,solid,30.998375,18.4798625,12
2023-04-24,Battery Point,Battery Point,covN2,solid,37.780615,34.389495,12
2023-04-27,Battery Point,Battery Point,covN2,solid,74.522775,56.151695,12
2023-05-01,Battery Point,Battery Point,covN2,solid,101.070165,87.79647,12
2023-05-04,Battery Point,Battery Point,covN2,solid,39.08129,70.0757275,12
2023-05-08,Battery Point,Battery Point,covN2,solid,43.68211,41.3817,12
2023-05-11,Battery Point,Battery Point,covN2,solid,20.521215,32.1016625,12
2023-05-15,Battery Point,Battery Point,covN2,solid,60.69819,40.6097025,12
2023-05-18,Battery Point,Battery Point,covN2,solid,20.939445,40.8188175,12
2023-05-22,Battery Point,Battery Point,covN2,solid,12.33413,16.6367875,12
2023-05-25,Battery Point,Battery Point,covN2,solid,11.986995,12.1605625,12
2023-05-29,Battery Point,Battery Point,covN2,solid,3.97607,7.9815325,12
2023-06-01,Battery Point,Battery Point,covN2,solid,11.33364,7.654855,12
2023-06-05,Battery Point,Battery Point,covN2,solid,7.85253,9.593085,12
2023-06-08,Battery Point,Battery Point,covN2,solid,4.54962,6.201075,12
2023-06-12,Battery Point,Battery Point,covN2,solid,6.326325,5.4379725,12
2023-06-15,Battery Point,Battery Point,covN2,solid,4.72111,5.5237175,12
2023-06-19,Battery Point,Battery Point,covN2,solid,0.86517,2.79314,12
2023-06-22,Battery Point,Battery Point,covN2,solid,0.00549,0.43533,12
2023-06-26,Battery Point,Battery Point,covN2,solid,1.7759,0.890695,12
2023-06-29,Battery Point,Battery Point,covN2,solid,4.190665,2.9832825,12
2023-07-03,Battery Point,Battery Point,covN2,solid,1.787575,2.98912,12
2021-03-28,Vancouver Lulu Island,Vancouver,covN2,solid,22.75595,24.0684883333333,59
2021-03-31,Vancouver Lulu Island,Vancouver,covN2,solid,60.77334,36.745175,59
2021-04-01,Vancouver Lulu Island,Vancouver,covN2,solid,49.623905,44.3843983333333,59
2021-04-04,Vancouver Lulu Island,Vancouver,covN2,solid,40.262745,50.2199966666667,59
2021-04-08,Vancouver Lulu Island,Vancouver,covN2,solid,51.341375,45.80206,59
2021-04-11,Vancouver Lulu Island,Vancouver,covN2,solid,37.940095,44.640735,59
2021-04-15,Vancouver Lulu Island,Vancouver,covN2,solid,35.115355,36.527725,59
2021-04-18,Vancouver Lulu Island,Vancouver,covN2,solid,29.992965,32.55416,59
2021-04-22,Vancouver Lulu Island,Vancouver,covN2,solid,35.71763,32.8552975,59
2021-02-07,Vancouver Lulu Island,Vancouver,covN2,solid,10.543265,10.543265,59
2021-02-09,Vancouver Lulu Island,Vancouver,covN2,solid,6.001515,8.27239,59
2021-02-11,Vancouver Lulu Island,Vancouver,covN2,solid,5.069655,7.20481166666667,59
2021-02-14,Vancouver Lulu Island,Vancouver,covN2,solid,5.625705,5.565625,59
2021-02-16,Vancouver Lulu Island,Vancouver,covN2,solid,9.629485,6.77494833333333,59
2021-02-18,Vancouver Lulu Island,Vancouver,covN2,solid,6.87791,7.3777,59
2021-02-21,Vancouver Lulu Island,Vancouver,covN2,solid,2.861835,6.45641,59
2021-02-23,Vancouver Lulu Island,Vancouver,covN2,solid,21.557255,10.4323333333333,59
2021-02-25,Vancouver Lulu Island,Vancouver,covN2,solid,9.271805,11.2302983333333,59
2021-02-28,Vancouver Lulu Island,Vancouver,covN2,solid,14.578635,15.1358983333333,59
2021-03-02,Vancouver Lulu Island,Vancouver,covN2,solid,7.238635,10.363025,59
2021-03-04,Vancouver Lulu Island,Vancouver,covN2,solid,16.798925,12.872065,59
2021-03-07,Vancouver Lulu Island,Vancouver,covN2,solid,5.79474,9.9441,59
2021-03-09,Vancouver Lulu Island,Vancouver,covN2,solid,9.757385,10.7836833333333,59
2021-03-11,Vancouver Lulu Island,Vancouver,covN2,solid,13.19826,9.58346166666667,59
2021-03-14,Vancouver Lulu Island,Vancouver,covN2,solid,12.262595,11.7394133333333,59
2021-03-16,Vancouver Lulu Island,Vancouver,covN2,solid,40.67152,22.044125,59
2021-03-18,Vancouver Lulu Island,Vancouver,covN2,solid,174.813395,75.9158366666667,59
2021-03-21,Vancouver Lulu Island,Vancouver,covN2,solid,28.26483,81.249915,59
2021-03-23,Vancouver Lulu Island,Vancouver,covN2,solid,22.74328,75.273835,59
2021-03-25,Vancouver Lulu Island,Vancouver,covN2,solid,26.706235,25.9047816666667,59
2022-10-30,Vancouver Lulu Island,Vancouver,covN2,solid,124.775725,152.29448,59
2022-11-03,Vancouver Lulu Island,Vancouver,covN2,solid,53.55957,89.1676475,59
2022-11-06,Vancouver Lulu Island,Vancouver,covN2,solid,52.826135,53.1928525,59
2022-11-10,Vancouver Lulu Island,Vancouver,covN2,solid,70.138425,61.48228,59
2022-11-13,Vancouver Lulu Island,Vancouver,covN2,solid,103.9425,87.0404625,59
2022-11-20,Vancouver Lulu Island,Vancouver,covN2,solid,64.99883,64.99883,59
2022-11-24,Vancouver Lulu Island,Vancouver,covN2,solid,82.67198,73.835405,59
2022-11-27,Vancouver Lulu Island,Vancouver,covN2,solid,119.812075,101.2420275,59
2022-12-01,Vancouver Lulu Island,Vancouver,covN2,solid,70.334705,95.07339,59
2022-12-04,Vancouver Lulu Island,Vancouver,covN2,solid,82.377645,76.356175,59
2022-12-08,Vancouver Lulu Island,Vancouver,covN2,solid,142.495885,112.436765,59
2022-12-11,Vancouver Lulu Island,Vancouver,covN2,solid,312.72552,227.6107025,59
2022-12-15,Vancouver Lulu Island,Vancouver,covN2,solid,36.935625,174.8305725,59
2022-12-18,Vancouver Lulu Island,Vancouver,covN2,solid,214.28127,125.6084475,59
2022-12-22,Vancouver Lulu Island,Vancouver,covN2,solid,351.944805,283.1130375,59
2022-12-25,Vancouver Lulu Island,Vancouver,covN2,solid,58.235085,205.089945,59
2022-12-29,Vancouver Lulu Island,Vancouver,covN2,solid,247.67822,152.9566525,59
2023-01-01,Vancouver Lulu Island,Vancouver,covN2,solid,245.091075,246.3846475,59
2023-01-05,Vancouver Lulu Island,Vancouver,covN2,solid,65.372375,155.231725,59
2023-01-08,Vancouver Lulu Island,Vancouver,covN2,solid,87.917445,76.64491,59
2023-01-12,Vancouver Lulu Island,Vancouver,covN2,solid,91.698695,89.80807,59
2023-01-15,Vancouver Lulu Island,Vancouver,covN2,solid,24.90002,58.2993575,59
2023-01-19,Vancouver Lulu Island,Vancouver,covN2,solid,39.850225,32.3751225,59
2023-01-22,Vancouver Lulu Island,Vancouver,covN2,solid,8.952955,24.40159,59
2023-01-26,Vancouver Lulu Island,Vancouver,covN2,solid,73.26267,41.1078125,59
2023-01-29,Vancouver Lulu Island,Vancouver,covN2,solid,42.954795,58.1087325,59
2023-02-02,Vancouver Lulu Island,Vancouver,covN2,solid,122.486625,82.72071,59
2023-02-05,Vancouver Lulu Island,Vancouver,covN2,solid,84.018985,103.252805,59
2023-02-09,Vancouver Lulu Island,Vancouver,covN2,solid,30.98125,57.5001175,59
2023-02-12,Vancouver Lulu Island,Vancouver,covN2,solid,213.528865,122.2550575,59
2021-04-19,St. John's,St. John's,covN2,solid,0.00549,0.00549,10
2021-04-22,St. John's,St. John's,covN2,solid,0.00549,0.00549,10
2021-04-26,St. John's,St. John's,covN2,solid,0.00549,0.00549,10
2021-04-29,St. John's,St. John's,covN2,solid,0.00549,0.00549,10
2021-05-03,St. John's,St. John's,covN2,solid,0.00549,0.00549,10
2021-05-05,St. John's,St. John's,covN2,solid,0.00549,0.00549,10
2021-05-10,St. John's,St. John's,covN2,solid,1.19527,0.60038,10
2021-05-13,St. John's,St. John's,covN2,solid,0.00549,0.60038,10
2021-05-17,St. John's,St. John's,covN2,solid,0.00549,0.00549,10
2021-05-21,St. John's,St. John's,covN2,solid,0.00549,0.00549,10
2021-05-25,St. John's,St. John's,covN2,solid,0.00549,0.00549,10
2021-05-28,St. John's,St. John's,covN2,solid,0.00549,0.00549,10
2021-06-01,St. John's,St. John's,covN2,solid,0.00549,0.00549,10
2021-06-03,St. John's,St. John's,covN2,solid,0.00549,0.00549,10
2021-04-25,Vancouver Lulu Island,Vancouver,covN2,solid,185.73816,110.727895,59
2021-04-29,Vancouver Lulu Island,Vancouver,covN2,solid,18.09722,101.91769,59
2021-05-02,Vancouver Lulu Island,Vancouver,covN2,solid,43.557715,30.8274675,59
2021-05-06,Vancouver Lulu Island,Vancouver,covN2,solid,38.38927,40.9734925,59
2021-05-09,Vancouver Lulu Island,Vancouver,covN2,solid,20.98502,29.687145,59
2021-05-13,Vancouver Lulu Island,Vancouver,covN2,solid,15.32043,18.152725,59
2021-05-16,Vancouver Lulu Island,Vancouver,covN2,solid,8.602895,11.9616625,59
2021-05-20,Vancouver Lulu Island,Vancouver,covN2,solid,11.694465,10.14868,59
2021-05-23,Vancouver Lulu Island,Vancouver,covN2,solid,8.829335,10.2619,59
2021-05-27,Vancouver Lulu Island,Vancouver,covN2,solid,6.021955,7.425645,59
2021-05-30,Vancouver Lulu Island,Vancouver,covN2,solid,3.622415,4.822185,59
2021-06-03,Vancouver Lulu Island,Vancouver,covN2,solid,2.683355,3.152885,59
2021-06-06,Vancouver Lulu Island,Vancouver,covN2,solid,5.29759,3.9904725,59
2021-06-10,Vancouver Lulu Island,Vancouver,covN2,solid,5.191365,5.2444775,59
2021-06-13,Vancouver Lulu Island,Vancouver,covN2,solid,10.182555,7.68696,59
2021-06-17,Vancouver Lulu Island,Vancouver,covN2,solid,5.04065,7.6116025,59
2021-06-20,Vancouver Lulu Island,Vancouver,covN2,solid,4.41862,4.729635,59
2021-06-24,Vancouver Lulu Island,Vancouver,covN2,solid,3.249165,3.8338925,59
2021-06-27,Vancouver Lulu Island,Vancouver,covN2,solid,6.256265,4.752715,59
2021-07-01,Vancouver Lulu Island,Vancouver,covN2,solid,0.78535,3.5208075,59
2021-07-04,Vancouver Lulu Island,Vancouver,covN2,solid,4.157405,2.4713775,59
2021-07-08,Vancouver Lulu Island,Vancouver,covN2,solid,0.881005,2.519205,59
2021-07-11,Vancouver Lulu Island,Vancouver,covN2,solid,8.74542,4.8132125,59
2021-07-15,Vancouver Lulu Island,Vancouver,covN2,solid,0.77356,4.75949,59
2021-07-18,Vancouver Lulu Island,Vancouver,covN2,solid,0.00549,0.389525,59
2021-07-22,Vancouver Lulu Island,Vancouver,covN2,solid,60.16644,30.085965,59
2021-07-25,Vancouver Lulu Island,Vancouver,covN2,solid,11.50933,35.837885,59
2021-07-29,Vancouver Lulu Island,Vancouver,covN2,solid,4.61036,8.059845,59
2021-08-01,Vancouver Lulu Island,Vancouver,covN2,solid,3.26305,3.936705,59
